parameter reasEmissions_new /
CO.BJ.OMN.GAS  2.434735E+02
CO.BJ.OMN.OIL  8.429988E+01
CO.BJ.SER.COL  2.216096E+04
CO.BJ.SER.GAS  3.264364E+02
CO.BJ.SER.OIL  1.697376E+02
CO.BJ.TRNfo.COL  8.558690E+02
CO.BJ.TRNfo.OIL  4.813511E+01
CO.BJ.TRNfr.OIL  7.815873E+04
CO.BJ.TRNpr.OIL  1.275743E+06
CO.BJ.c.COL  2.077500E+05
CO.BJ.c.GAS  4.544805E+03
CO.BJ.c.OIL  9.925200E+01
CO.BJ.c.OTF  6.901934E+04
CO.TJ.AGR.COL  6.292800E+03
CO.TJ.AGR.CRU  1.200000E+00
CO.TJ.AGR.OIL  1.486269E+02
CO.TJ.EIS.COL  7.307495E+04
CO.TJ.EIS.CRU  1.321962E+02
CO.TJ.EIS.GAS  1.625815E+02
CO.TJ.EIS.OIL  4.097078E+01
CO.TJ.EIS.process  7.307495E+04
CO.TJ.ELE.COL  5.991527E+04
CO.TJ.ELE.CRU  6.039914E+02
CO.TJ.ELE.GAS  3.929177E+02
CO.TJ.ELE.OIL  1.203658E+02
CO.TJ.MAN.COL  9.625369E+04
CO.TJ.MAN.CRU  5.275381E+02
CO.TJ.MAN.GAS  3.801901E+02
CO.TJ.MAN.OIL  4.113415E+02
CO.TJ.OIL.process  0.000000E+00
CO.TJ.OMN.COL  9.892466E+04
CO.TJ.OMN.CRU  4.931556E+01
CO.TJ.OMN.GAS  1.085603E+02
CO.TJ.OMN.OIL  1.972168E+01
CO.TJ.SER.COL  1.458016E+04
CO.TJ.SER.GAS  1.529988E+02
CO.TJ.SER.OIL  4.872863E+02
CO.TJ.TRNfo.COL  4.857973E+02
CO.TJ.TRNfo.CRU  3.060000E+02
CO.TJ.TRNfo.OIL  4.228584E+02
CO.TJ.TRNfr.OIL  6.723480E+04
CO.TJ.TRNpr.OIL  4.681063E+05
CO.TJ.c.COL  5.661000E+04
CO.TJ.c.GAS  1.751117E+03
CO.TJ.c.OIL  1.135466E+02
CO.TJ.c.OTF  2.875124E+05
CO.HE.AGR.COL  8.270121E+03
CO.HE.AGR.CRU  2.580000E+00
CO.HE.AGR.OIL  2.386810E+02
CO.HE.EIS.process  0.000000E+00
CO.HE.ELE.COL  3.024315E+05
CO.HE.ELE.CRU  3.859945E+01
CO.HE.ELE.GAS  2.021892E+03
CO.HE.ELE.OIL  3.010398E+01
CO.HE.MAN.COL  7.555899E+06
CO.HE.MAN.CRU  1.340355E+03
CO.HE.MAN.GAS  5.472718E+03
CO.HE.MAN.OIL  1.125315E+03
CO.HE.MAN.process  7.555899E+06
CO.HE.OMN.COL  1.204616E+06
CO.HE.SER.COL  1.831022E+04
CO.HE.SER.CRU  7.620000E+00
CO.HE.SER.GAS  1.506333E+01
CO.HE.SER.OIL  5.523735E+01
CO.HE.TRNfo.COL  1.389296E+03
CO.HE.TRNfo.CRU  2.520000E+00
CO.HE.TRNfo.OIL  7.849633E+02
CO.HE.TRNfr.OIL  5.334540E+05
CO.HE.TRNpr.OIL  2.215003E+06
CO.HE.c.COL  8.361993E+05
CO.HE.c.GAS  1.485038E+03
CO.HE.c.OIL  2.409830E+02
CO.HE.c.OTF  2.349581E+06
CO.SX.AGR.COL  3.835055E+04
CO.SX.AGR.OIL  3.471303E+02
CO.SX.EIS.COL  9.322026E+04
CO.SX.EIS.CRU  3.069815E+01
CO.SX.EIS.OIL  1.313300E+02
CO.SX.EIS.process  9.322026E+04
CO.SX.ELE.COL  5.838464E+05
CO.SX.ELE.CRU  6.500330E+01
CO.SX.ELE.GAS  3.599734E+03
CO.SX.ELE.OIL  3.008990E+02
CO.SX.MAN.COL  8.246324E+04
CO.SX.MAN.CRU  1.839891E+01
CO.SX.MAN.GAS  1.634729E+04
CO.SX.MAN.OIL  1.781378E+02
CO.SX.MAN.process  8.246324E+04
CO.SX.OMN.COL  1.140208E+05
CO.SX.OMN.CRU  6.139628E+00
CO.SX.OMN.OIL  2.546427E+01
CO.SX.SER.COL  2.582038E+04
CO.SX.SER.GAS  4.414910E+02
CO.SX.SER.OIL  3.948037E+01
CO.SX.TRNfo.COL  1.712679E+03
CO.SX.TRNfo.OIL  1.837982E+02
CO.SX.TRNfr.OIL  2.537605E+05
CO.SX.TRNpr.OIL  8.478741E+05
CO.SX.c.COL  6.374501E+05
CO.SX.c.GAS  1.885282E+03
CO.SX.c.OIL  2.001836E+01
CO.SX.c.OTF  1.236685E+06
OC.BJ.AGR.COL  3.889524E+01
OC.BJ.AGR.OIL  7.653832E+00
OC.BJ.EIS.COL  1.505644E+02
OC.BJ.EIS.CRU  1.424778E-01
OC.BJ.EIS.OIL  8.566084E+00
OC.BJ.EIS.process  1.505644E+02
OC.BJ.ELE.COL  7.937387E+00
OC.BJ.ELE.CRU  7.990441E+00
OC.BJ.ELE.OIL  1.031346E+01
OC.BJ.MAN.COL  3.355949E+02
OC.BJ.MAN.CRU  3.908512E+00
OC.BJ.MAN.OIL  6.690924E+01
OC.BJ.OMN.CRU  2.845705E+00
OC.BJ.OMN.OIL  8.402807E+00
OC.BJ.OMN.process  0.000000E+00
OC.BJ.SER.COL  4.600808E+01
OC.BJ.SER.OIL  2.949719E+01
OC.BJ.TRNfo.COL  2.368772E+01
OC.BJ.TRNfo.OIL  3.209007E+00
OC.BJ.TRNfr.OIL  1.885261E+02
OC.BJ.TRNpr.OIL  6.903595E+02
OC.BJ.c.COL  8.199200E+03
OC.BJ.c.OIL  2.481300E+01
OC.BJ.c.OTF  3.723265E+03
OC.TJ.AGR.COL  1.306440E+01
OC.TJ.AGR.CRU  1.120000E-02
OC.TJ.AGR.OIL  1.036024E+01
OC.TJ.EIS.COL  2.152553E+02
OC.TJ.EIS.CRU  2.804762E+00
OC.TJ.EIS.OIL  4.794732E+00
OC.TJ.EIS.process  2.152553E+02
OC.TJ.ELE.COL  1.542707E+01
OC.TJ.ELE.CRU  1.259409E+01
OC.TJ.ELE.OIL  1.017638E+01
OC.TJ.MAN.COL  2.470846E+02
OC.TJ.MAN.CRU  1.119248E+01
OC.TJ.MAN.OIL  3.563831E+01
OC.TJ.OIL.process  0.000000E+00
OC.TJ.OMN.CRU  1.044231E+00
OC.TJ.OMN.OIL  1.862131E+00
OC.TJ.OMN.process  0.000000E+00
OC.TJ.SER.COL  3.026968E+01
OC.TJ.SER.OIL  3.346095E+01
OC.TJ.TRNfo.COL  1.344532E+01
OC.TJ.TRNfo.CRU  6.834000E+00
OC.TJ.TRNfo.OIL  2.819055E+01
OC.TJ.TRNfr.OIL  2.253522E+02
OC.TJ.TRNpr.OIL  5.948056E+02
OC.TJ.c.COL  2.234208E+03
OC.TJ.c.OIL  1.290257E+01
OC.TJ.c.OTF  1.233995E+04
OC.HE.AGR.COL  1.654824E+01
OC.HE.AGR.CRU  2.408000E-02
OC.HE.AGR.OIL  1.685338E+01
OC.HE.EIS.process  0.000000E+00
OC.HE.ELE.COL  2.998612E+02
OC.HE.ELE.CRU  8.277530E-01
OC.HE.ELE.OIL  4.482264E+00
OC.HE.MAN.COL  2.950294E+03
OC.HE.MAN.CRU  2.821532E+01
OC.HE.MAN.OIL  8.714677E+01
OC.HE.MAN.process  2.950294E+03
OC.HE.OMN.process  0.000000E+00
OC.HE.SER.COL  3.486896E+01
OC.HE.SER.CRU  7.112000E-02
OC.HE.SER.OIL  4.091697E+00
OC.HE.TRNfo.COL  3.812256E+01
OC.HE.TRNfo.CRU  5.628000E-02
OC.HE.TRNfo.OIL  5.233089E+01
OC.HE.TRNfr.OIL  1.968441E+03
OC.HE.TRNpr.OIL  4.398404E+03
OC.HE.c.COL  3.114896E+04
OC.HE.c.OIL  3.983444E+01
OC.HE.c.OTF  1.127064E+05
OC.SX.AGR.COL  7.666740E+01
OC.SX.AGR.OIL  2.453261E+01
OC.SX.EIS.COL  2.503015E+02
OC.SX.EIS.CRU  6.513124E-01
OC.SX.EIS.OIL  6.735985E+00
OC.SX.EIS.process  2.503015E+02
OC.SX.ELE.COL  1.259924E+03
OC.SX.ELE.CRU  1.415447E+00
OC.SX.ELE.OIL  1.537114E+01
OC.SX.MAN.COL  1.911440E+02
OC.SX.MAN.CRU  3.903637E-01
OC.SX.MAN.OIL  9.216531E+00
OC.SX.MAN.process  1.911440E+02
OC.SX.OMN.CRU  1.302625E-01
OC.SX.OMN.OIL  1.320539E+00
OC.SX.OMN.process  0.000000E+00
OC.SX.SER.COL  4.981280E+01
OC.SX.SER.OIL  1.996809E+00
OC.SX.TRNfo.COL  4.740148E+01
OC.SX.TRNfo.OIL  1.225321E+01
OC.SX.TRNfr.OIL  9.633891E+02
OC.SX.TRNpr.OIL  1.326689E+03
OC.SX.c.COL  2.390910E+04
OC.SX.c.OIL  4.689000E+00
OC.SX.c.OTF  5.636715E+04
    /;
