parameter reasEmissions_new /
BC.BJ.AGR.COL  1.847524E+02
BC.BJ.AGR.OIL  1.655021E+01
BC.BJ.EIS.COL  7.317368E+02
BC.BJ.EIS.CRU  4.274334E-01
BC.BJ.EIS.OIL  1.555231E+01
BC.BJ.EIS.process  7.317368E+02
BC.BJ.ELE.COL  9.077242E+01
BC.BJ.ELE.CRU  2.397132E+01
BC.BJ.ELE.OIL  2.098693E+01
BC.BJ.MAN.COL  1.608272E+03
BC.BJ.MAN.CRU  1.172554E+01
BC.BJ.MAN.OIL  1.246382E+02
BC.BJ.OMN.CRU  8.537117E+00
BC.BJ.OMN.OIL  1.958866E+01
BC.BJ.OMN.process  0.000000E+00
BC.BJ.SER.COL  2.185384E+02
BC.BJ.SER.OIL  4.797267E+01
BC.BJ.TRNfo.COL  1.125167E+02
BC.BJ.TRNfo.OIL  1.083040E+01
BC.BJ.TRNfr.OIL  4.728788E+02
BC.BJ.TRNpr.OIL  1.356050E+03
BC.BJ.c.COL  2.825400E+03
BC.BJ.c.OIL  3.225690E+01
BC.BJ.c.OTF  9.511017E+02
BC.TJ.AGR.COL  6.205590E+01
BC.TJ.AGR.CRU  3.360000E-02
BC.TJ.AGR.OIL  2.631930E+01
BC.TJ.EIS.COL  1.045729E+03
BC.TJ.EIS.CRU  8.414287E+00
BC.TJ.EIS.OIL  8.314520E+00
BC.TJ.EIS.process  1.045729E+03
BC.TJ.ELE.COL  1.371061E+02
BC.TJ.ELE.CRU  3.778226E+01
BC.TJ.ELE.OIL  2.576820E+01
BC.TJ.MAN.COL  1.195852E+03
BC.TJ.MAN.CRU  3.357746E+01
BC.TJ.MAN.OIL  7.366630E+01
BC.TJ.OIL.process  0.000000E+00
BC.TJ.OMN.CRU  3.132694E+00
BC.TJ.OMN.OIL  4.092055E+00
BC.TJ.OMN.process  0.000000E+00
BC.TJ.SER.COL  1.437810E+02
BC.TJ.SER.OIL  1.062451E+02
BC.TJ.TRNfo.COL  6.386527E+01
BC.TJ.TRNfo.CRU  2.050200E+01
BC.TJ.TRNfo.OIL  9.514312E+01
BC.TJ.TRNfr.OIL  5.650619E+02
BC.TJ.TRNpr.OIL  9.579515E+02
BC.TJ.c.COL  7.698960E+02
BC.TJ.c.OIL  2.845678E+01
BC.TJ.c.OTF  3.246498E+03
BC.HE.AGR.COL  7.860414E+01
BC.HE.AGR.CRU  7.224000E-02
BC.HE.AGR.OIL  4.093171E+01
BC.HE.EIS.process  0.000000E+00
BC.HE.ELE.COL  1.668716E+03
BC.HE.ELE.CRU  2.483259E+00
BC.HE.ELE.OIL  7.751016E+00
BC.HE.MAN.COL  1.431547E+04
BC.HE.MAN.CRU  8.464593E+01
BC.HE.MAN.OIL  2.272451E+02
BC.HE.MAN.process  1.431547E+04
BC.HE.OMN.process  0.000000E+00
BC.HE.SER.COL  1.656276E+02
BC.HE.SER.CRU  2.133600E-01
BC.HE.SER.OIL  1.211005E+01
BC.HE.TRNfo.COL  1.810822E+02
BC.HE.TRNfo.CRU  1.688400E-01
BC.HE.TRNfo.OIL  1.766167E+02
BC.HE.TRNfr.OIL  5.221465E+03
BC.HE.TRNpr.OIL  7.766190E+03
BC.HE.c.COL  1.073377E+04
BC.HE.c.OIL  6.624014E+01
BC.HE.c.OTF  2.913540E+04
BC.SX.AGR.COL  3.641701E+02
BC.SX.AGR.OIL  6.072370E+01
BC.SX.EIS.COL  1.215987E+03
BC.SX.EIS.CRU  1.953937E+00
BC.SX.EIS.OIL  2.131235E+01
BC.SX.EIS.process  1.215987E+03
BC.SX.ELE.COL  6.335681E+03
BC.SX.ELE.CRU  4.246342E+00
BC.SX.ELE.OIL  4.825062E+01
BC.SX.MAN.COL  9.255605E+02
BC.SX.MAN.CRU  1.171091E+00
BC.SX.MAN.OIL  2.883496E+01
BC.SX.MAN.process  9.255605E+02
BC.SX.OMN.CRU  3.907873E-01
BC.SX.OMN.OIL  4.194176E+00
BC.SX.OMN.process  0.000000E+00
BC.SX.SER.COL  2.366108E+02
BC.SX.SER.OIL  5.693431E+00
BC.SX.TRNfo.COL  2.251570E+02
BC.SX.TRNfo.OIL  4.135459E+01
BC.SX.TRNfr.OIL  2.589341E+03
BC.SX.TRNpr.OIL  2.131942E+03
BC.SX.c.COL  8.238948E+03
BC.SX.c.OIL  6.095700E+00
BC.SX.c.OTF  1.469795E+04
CO.BJ.AGR.COL  1.873488E+04
CO.BJ.AGR.OIL  1.050264E+02
CO.BJ.EIS.COL  5.050775E+04
CO.BJ.EIS.CRU  6.715372E+00
CO.BJ.EIS.GAS  3.199374E+01
CO.BJ.EIS.OIL  6.228205E+01
CO.BJ.EIS.process  5.050775E+04
CO.BJ.ELE.COL  2.970453E+04
CO.BJ.ELE.CRU  3.916398E+02
CO.BJ.ELE.GAS  1.788559E+03
CO.BJ.ELE.OIL  8.651959E+01
CO.BJ.MAN.COL  1.563103E+05
CO.BJ.MAN.CRU  1.842190E+02
CO.BJ.MAN.GAS  1.195373E+03
CO.BJ.MAN.OIL  5.189593E+02
CO.BJ.MAN.process  1.563103E+05
CO.BJ.OMN.COL  1.584170E+05
CO.BJ.OMN.CRU  1.341259E+02
