690150,"TWENTYNINE PALMS",CA,-8.0,34.300,-116.167,626
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/1998,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,5.7,E,9,-7.3,E,9,36,A,7,957,E,9,360,E,9,3.4,E,9,-9900,?,0,2929,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,5.8,E,9,-8.2,E,9,33,A,7,957,E,9,360,E,9,2.3,E,9,-9900,?,0,20417,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,5.9,E,9,-9.1,E,9,30,A,7,957,E,9,340,E,9,3.2,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,7.0,E,9,-10.0,E,9,26,A,7,957,E,9,310,E,9,2.6,E,9,-9900,?,0,77777,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,5.0,E,9,-11.0,E,9,27,A,7,958,E,9,330,E,9,1.5,E,9,-9900,?,0,77777,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,6.0,E,9,-10.0,E,9,28,A,7,959,E,9,330,E,9,4.1,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,07:00,2,177,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,3,E,9,3,E,9,6.0,E,9,-10.0,E,9,28,A,7,959,E,9,290,E,9,3.1,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,08:00,153,1415,71,2,8,418,2,15,25,2,8,7073,2,8,26551,2,15,4181,2,8,460,2,19,3,E,9,3,E,9,5.0,E,9,-10.0,E,9,30,A,7,960,E,9,320,E,9,3.1,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,09:00,386,1415,238,2,8,680,2,15,51,2,8,24406,2,8,59225,2,15,8170,2,8,997,2,19,2,E,9,2,E,9,7.0,E,9,-9.0,E,9,28,A,7,960,E,9,340,E,9,3.1,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,10:00,573,1415,395,2,8,836,2,15,54,2,8,41457,2,8,79382,2,15,9161,2,8,1254,2,19,3,E,9,3,E,9,8.0,E,9,-9.0,E,9,26,A,7,960,E,9,10,E,9,1.5,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,11:00,700,1415,498,2,8,845,2,15,79,2,8,52693,2,8,83040,2,15,11413,2,8,1741,2,19,2,E,9,2,E,9,10.0,E,9,-9.0,E,9,23,A,7,960,E,9,340,E,9,1.5,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,12:00,759,1415,544,2,8,839,2,15,92,2,8,57095,2,8,82911,2,15,12433,2,8,2028,2,19,3,E,9,3,E,9,14.0,E,9,-8.0,E,9,19,A,7,960,E,9,300,E,9,1.5,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,13:00,745,1415,529,2,8,827,2,15,92,2,8,55409,2,8,81505,2,15,12321,2,8,1998,2,19,3,E,9,3,E,9,18.0,E,9,-7.0,E,9,16,A,7,960,E,9,0,E,9,0.0,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,14:00,659,1415,451,2,8,728,2,15,111,2,8,47194,2,8,70984,2,15,13991,2,8,2288,2,19,2,E,9,2,E,9,18.0,E,9,-7.0,E,9,16,A,7,960,E,9,0,E,9,0.0,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,15:00,507,1415,332,2,8,681,2,15,87,2,8,34477,2,8,63017,2,15,11780,2,8,1670,2,19,4,E,9,3,E,9,18.0,E,9,-6.0,E,9,18,A,7,960,E,9,0,E,9,0.0,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,16:00,300,1415,226,2,8,530,2,15,113,2,8,22354,2,8,40439,2,15,13722,2,8,2213,2,19,0,E,9,0,E,9,18.0,E,9,-7.0,E,9,16,A,7,960,E,9,260,E,9,1.5,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,17:00,67,1049,15,2,8,185,2,15,7,2,8,2121,2,8,11146,2,15,1359,2,8,227,2,19,4,E,9,2,E,9,17.0,E,9,-8.0,E,9,16,A,7,961,E,9,0,E,9,0.0,E,9,-9900,?,0,14048,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,3,E,9,12.0,E,9,-10.0,E,9,19,A,7,961,E,9,290,E,9,3.6,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,1,E,9,11.0,E,9,-10.0,E,9,20,A,7,961,E,9,280,E,9,5.2,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,E,9,-10.0,E,9,23,A,7,961,E,9,0,E,9,0.0,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,E,9,-11.0,E,9,22,A,7,961,E,9,300,E,9,2.1,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,E,9,-11.0,E,9,24,A,7,961,E,9,290,E,9,3.6,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,1,E,9,6.0,E,9,-11.0,E,9,25,A,7,961,E,9,360,E,9,2.1,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/01/1998,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,2,E,9,7.0,E,9,-11.0,E,9,24,A,7,961,E,9,310,E,9,4.6,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,2,E,9,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,290,E,9,3.6,E,9,-9900,?,0,77777,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,3,E,9,6.0,E,9,-11.0,E,9,25,A,7,961,E,9,360,E,9,2.1,E,9,-9900,?,0,18024,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,4,E,9,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,280,E,9,6.2,E,9,-9900,?,0,14048,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,4,E,9,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,290,E,9,5.7,E,9,-9900,?,0,10072,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,5,E,9,10.0,E,9,-11.0,E,9,19,A,7,961,E,9,290,E,9,5.7,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,4,E,9,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,300,E,9,6.2,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,07:00,2,177,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,6,E,9,3,E,9,11.0,E,9,-11.0,E,9,18,A,7,961,E,9,300,E,9,7.7,E,9,-9900,?,0,6096,E,9,1.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,08:00,153,1415,42,2,8,93,2,15,32,2,8,45,2,8,48,2,15,40,2,8,57,2,19,4,E,9,3,E,9,10.0,E,9,-11.0,E,9,19,A,7,962,E,9,300,E,9,6.2,E,9,-9900,?,0,6096,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,09:00,386,1415,194,2,8,354,2,15,97,2,8,201,2,8,302,2,15,118,2,8,182,2,19,2,E,9,2,E,9,14.0,E,9,-10.0,E,9,16,A,7,963,E,9,330,E,9,4.1,E,9,-9900,?,0,6096,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,10:00,574,1415,364,2,8,646,2,15,101,2,8,378,2,8,613,2,15,128,2,8,198,2,19,6,E,9,4,E,9,16.0,E,9,-8.0,E,9,17,A,7,964,E,9,360,E,9,5.7,E,9,-9900,?,0,6096,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,11:00,702,1415,487,2,8,791,2,15,93,2,8,505,2,8,772,2,15,121,2,8,192,2,19,4,E,9,3,E,9,17.0,E,9,-8.0,E,9,16,A,7,963,E,9,360,E,9,3.6,E,9,-9900,?,0,6096,E,9,1.5,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,12:00,761,1415,532,2,8,761,2,15,121,2,8,560,2,8,759,2,15,151,2,8,269,2,19,6,E,9,5,E,9,17.0,E,9,-7.0,E,9,17,A,7,962,E,9,10,E,9,5.7,E,9,-9900,?,0,6096,E,9,1.4,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,13:00,747,1415,497,2,8,681,2,15,136,2,8,518,2,8,673,2,15,162,2,8,293,2,19,7,E,9,5,E,9,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,20,E,9,5.2,E,9,-9900,?,0,6096,E,9,1.4,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,14:00,662,1415,437,2,8,622,2,15,144,2,8,447,2,8,598,2,15,166,2,8,283,2,19,6,E,9,6,E,9,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,10,E,9,4.1,E,9,-9900,?,0,6096,E,9,1.4,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,15:00,510,1415,283,2,8,360,2,15,152,2,8,298,2,8,346,2,15,173,2,8,318,2,19,10,E,9,7,E,9,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,350,E,9,6.2,E,9,-9900,?,0,6096,E,9,1.4,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,16:00,304,1415,210,2,8,335,2,15,138,2,8,212,2,8,258,2,15,157,2,8,307,2,19,8,E,9,6,E,9,18.0,E,9,-8.0,E,9,15,A,7,961,E,9,10,E,9,4.6,E,9,-9900,?,0,6096,E,9,1.3,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,17:00,69,1073,15,2,8,120,2,15,10,2,8,20,2,8,60,2,15,15,2,8,19,2,19,5,E,9,5,E,9,15.0,E,9,-9.0,E,9,17,A,7,960,E,9,300,E,9,3.6,E,9,-9900,?,0,6096,E,9,1.3,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,16.0,E,9,-9.0,E,9,16,A,7,960,E,9,310,E,9,1.7,E,9,-9900,?,0,6096,E,9,1.3,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,13.0,E,9,-11.0,E,9,16,A,7,959,E,9,290,E,9,4.0,E,9,-9900,?,0,6096,E,9,1.3,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,12.0,E,9,-12.0,E,9,15,A,7,959,E,9,300,E,9,5.7,E,9,-9900,?,0,6096,E,9,1.2,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,11.0,E,9,-12.0,E,9,17,A,7,958,E,9,300,E,9,6.2,E,9,-9900,?,0,6096,E,9,1.2,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,9.0,E,9,-13.0,E,9,17,A,7,957,E,9,310,E,9,3.1,E,9,-9900,?,0,6096,E,9,1.2,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,8.0,E,9,-11.0,E,9,22,A,7,956,E,9,20,E,9,1.1,E,9,-9900,?,0,3048,E,9,1.2,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/02/1998,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,7.0,E,9,-13.0,E,9,20,A,7,954,E,9,20,E,9,1.3,E,9,-9900,?,0,3658,E,9,1.2,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,6.0,E,9,-13.0,E,9,21,A,7,953,E,9,340,E,9,3.9,E,9,-9900,?,0,3658,E,9,1.1,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,6.0,E,9,-13.0,E,9,21,A,7,953,E,9,10,E,9,4.4,E,9,-9900,?,0,3658,E,9,1.1,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,5.0,E,9,-14.0,E,9,21,A,7,951,E,9,10,E,9,3.9,E,9,-9900,?,0,3658,E,9,1.1,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,5.0,E,9,-13.0,E,9,23,A,7,951,E,9,360,E,9,3.5,E,9,-9900,?,0,1829,E,9,1.1,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,4.0,E,9,-13.0,E,9,24,A,7,949,E,9,20,E,9,4.6,E,9,-9900,?,0,1829,E,9,1.0,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,6.0,E,9,-13.0,E,9,21,A,7,949,E,9,340,E,9,3.1,E,9,-9900,?,0,2438,E,9,1.0,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,07:00,2,177,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,5,E,9,5,E,9,2.0,E,9,-14.0,E,9,26,A,7,947,E,9,300,E,9,2.1,E,9,-9900,?,0,12219,E,9,1.0,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,08:00,152,1415,54,2,8,291,2,15,22,2,8,56,2,8,173,2,15,37,2,8,41,2,19,0,E,9,0,E,9,4.0,E,9,-14.0,E,9,22,A,7,948,E,9,310,E,9,2.1,E,9,-9900,?,0,77777,E,9,1.0,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,09:00,386,1415,194,2,8,354,2,15,97,2,8,201,2,8,302,2,15,118,2,8,182,2,19,0,E,9,0,E,9,8.0,E,9,-13.0,E,9,19,A,7,949,E,9,300,E,9,2.1,E,9,-9900,?,0,77777,E,9,1.0,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,10:00,574,1415,410,2,8,692,2,15,128,2,8,418,2,8,648,2,15,154,2,8,239,2,19,5,E,9,5,E,9,10.6,E,9,-12.4,E,9,16,A,7,949,E,9,300,E,9,6.2,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,11:00,703,1415,392,2,8,307,2,15,239,2,8,414,2,8,317,2,15,256,2,8,559,2,19,5,E,9,5,E,9,13.0,E,9,-12.0,E,9,15,A,7,950,E,9,300,E,9,11.3,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,12:00,763,1415,526,2,8,647,2,15,175,2,8,539,2,8,633,2,15,196,2,8,365,2,19,5,E,9,5,E,9,17.0,E,9,-10.0,E,9,13,A,7,950,E,9,310,E,9,12.4,E,9,-9900,?,0,77777,E,9,0.9,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,13:00,750,1415,478,2,8,468,2,15,229,2,8,493,2,8,471,2,15,243,2,8,512,2,19,5,E,9,5,E,9,18.0,E,9,-8.0,E,9,15,A,7,949,E,9,320,E,9,12.4,E,9,-9900,?,0,6096,E,9,0.9,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,14:00,665,1415,111,2,8,0,2,15,111,2,8,131,2,8,0,2,15,131,2,8,494,2,19,5,E,9,5,E,9,18.7,E,9,-7.8,E,9,15,A,7,949,E,9,300,E,9,14.4,E,9,-9900,?,0,6096,E,9,0.9,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,15:00,514,1415,161,2,8,39,2,15,147,2,8,177,2,8,37,2,15,163,2,8,402,2,19,5,E,9,5,E,9,19.0,E,9,-8.0,E,9,14,A,7,948,E,9,300,E,9,14.4,E,9,-9900,?,0,6096,E,9,0.8,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,16:00,307,1415,233,2,8,421,2,15,141,2,8,235,2,8,326,2,15,164,2,8,315,2,19,9,E,9,9,E,9,18.0,E,9,-8.0,E,9,15,A,7,948,E,9,310,E,9,11.3,E,9,-9900,?,0,1524,E,9,0.8,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,17:00,72,1073,18,2,8,155,2,15,11,2,8,23,2,8,77,2,15,18,2,8,21,2,19,9,E,9,9,E,9,16.0,E,9,-9.0,E,9,16,A,7,947,E,9,290,E,9,10.3,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,13.7,E,9,-11.0,E,9,15,A,7,947,E,9,290,E,9,10.3,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,12.1,E,9,-13.1,E,9,14,A,7,947,E,9,320,E,9,5.2,E,9,-9900,?,0,77777,E,9,0.8,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,11.0,E,9,-15.0,E,9,13,A,7,947,E,9,340,E,9,6.2,E,9,-9900,?,0,77777,E,9,0.7,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,7.0,E,9,-16.0,E,9,15,A,7,946,E,9,90,E,9,2.6,E,9,-9900,?,0,77777,E,9,0.7,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,8.0,E,9,-17.0,E,9,13,A,7,946,E,9,90,E,9,2.6,E,9,-9900,?,0,77777,E,9,0.7,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,7.0,E,9,-17.0,E,9,14,A,7,946,E,9,340,E,9,3.1,E,9,-9900,?,0,77777,E,9,0.7,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/03/1998,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,6.0,E,9,-17.0,E,9,15,A,7,946,E,9,330,E,9,1.5,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,5.0,E,9,-17.0,E,9,16,A,7,946,E,9,300,E,9,1.5,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,4.0,E,9,-17.0,E,9,17,A,7,945,E,9,280,E,9,4.1,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,3.8,E,9,-16.8,E,9,17,A,7,945,E,9,300,E,9,4.1,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,3.5,E,9,-17.2,E,9,17,A,7,945,E,9,320,E,9,2.6,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,3.1,E,9,-17.2,E,9,18,A,7,945,E,9,290,E,9,3.1,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,3.0,E,9,-17.0,E,9,18,A,7,944,E,9,290,E,9,4.1,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,07:00,2,177,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,5,E,9,5,E,9,4.0,E,9,-17.0,E,9,17,A,7,945,E,9,250,E,9,3.1,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,08:00,152,1415,70,2,8,416,2,15,25,2,8,70,2,8,263,2,15,42,2,8,46,2,19,5,E,9,5,E,9,3.0,E,9,-18.0,E,9,16,A,7,945,E,9,260,E,9,1.5,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
01/04/1998,09:00,386,1415,237,2,8,675,2,15,52,2,8,243,2,8,587,2,15,82,2,8,101,2,19,5,E,9,5,E,9,5.8,E,9,-16.8,E,9,15,A,7,946,E,9,320,E,9,1.0,E,9,-9900,?,0,77777,E,9,0.6,E,8,0.043,F,8,0.190,F,8,-9900,-9900,?,0
